Segment,Day,From,To,AvgSpeed,BusCount
Shaul4,21,18:30:00,18:45:00,6.415584548710841,10
Shaul1,21,18:45:00,19:00:00,25.887050897144807,16
Shaul2,21,18:45:00,19:00:00,26.29459219615269,14
Shaul3,21,18:45:00,19:00:00,0,4
Shaul4,21,18:45:00,19:00:00,9.623376823066263,14
Shaul1,21,19:00:00,19:15:00,22.651169535001706,13
Shaul2,21,19:00:00,19:15:00,26.294592196152692,9
Shaul3,21,19:00:00,19:15:00,0,7
Shaul4,21,19:00:00,19:15:00,9.623376823066263,10
Shaul1,21,19:15:00,19:30:00,23.298345807430326,15
Shaul2,21,19:15:00,19:30:00,26.294592196152692,13
Shaul3,21,19:15:00,19:30:00,0,6
Shaul4,21,19:15:00,19:30:00,6.8165585830052695,11
Shaul1,21,19:30:00,19:45:00,25.887050897144807,18
Shaul2,21,19:30:00,19:45:00,26.294592196152692,10
Shaul3,21,19:30:00,19:45:00,0,1
Shaul4,21,19:30:00,19:45:00,6.415584548710842,11
Shaul1,21,19:45:00,20:00:00,25.887050897144807,6
Shaul2,21,19:45:00,20:00:00,26.294592196152692,8
Shaul3,21,19:45:00,20:00:00,0,2
Shaul4,21,19:45:00,20:00:00,6.415584548710841,10
Shaul1,21,20:00:00,20:15:00,25.887050897144807,9
Shaul2,21,20:00:00,20:15:00,26.294592196152692,10
Shaul3,21,20:00:00,20:15:00,0,2
Shaul4,21,20:00:00,20:15:00,9.623376823066263,11
Shaul1,21,20:15:00,20:30:00,25.887050897144807,10
Shaul2,21,20:15:00,20:30:00,26.294592196152692,7
Shaul3,21,20:15:00,20:30:00,0,4
Shaul4,21,20:15:00,20:30:00,9.623376823066263,9
Shaul1,21,20:30:00,20:45:00,25.887050897144807,10
Shaul2,21,20:30:00,20:45:00,26.294592196152692,7
Shaul3,21,20:30:00,20:45:00,0,5
Shaul4,21,20:30:00,20:45:00,7.217532617299697,10
Shaul1,21,20:45:00,21:00:00,25.887050897144807,14
Shaul2,21,20:45:00,21:00:00,0,9
Shaul3,21,20:45:00,21:00:00,0,7
Shaul4,21,20:45:00,21:00:00,9.623376823066263,10
Shaul1,21,21:00:00,21:15:00,25.887050897144807,9
Shaul2,21,21:00:00,21:15:00,13.147296098076346,7
Shaul3,21,21:00:00,21:15:00,0,2
Shaul4,21,21:00:00,21:15:00,9.623376823066263,8
Shaul1,21,21:15:00,21:30:00,0,4
Shaul2,21,21:15:00,21:30:00,26.294592196152692,6
Shaul3,21,21:15:00,21:30:00,0,2
Shaul4,21,21:15:00,21:30:00,9.623376823066263,7
Shaul1,21,21:30:00,21:45:00,25.887050897144807,14
Shaul2,21,21:30:00,21:45:00,26.294592196152692,7
Shaul3,21,21:30:00,21:45:00,0,4
Shaul4,21,21:30:00,21:45:00,0,6
Shaul1,21,21:45:00,22:00:00,25.887050897144807,12
Shaul2,21,21:45:00,22:00:00,26.294592196152692,7
Shaul3,21,21:45:00,22:00:00,0,4
Shaul4,21,21:45:00,22:00:00,9.623376823066263,6
Shaul1,21,22:00:00,22:15:00,25.887050897144807,9
Shaul2,21,22:00:00,22:15:00,0,4
Shaul3,21,22:00:00,22:15:00,0,2
Shaul4,21,22:00:00,22:15:00,0,5
Shaul1,21,22:15:00,22:30:00,25.887050897144807,11
Shaul2,21,22:15:00,22:30:00,26.294592196152692,8
Shaul3,21,22:15:00,22:30:00,0,2
Shaul4,21,22:15:00,22:30:00,9.623376823066263,5
Shaul1,21,22:30:00,22:45:00,25.887050897144807,6
Shaul2,21,22:30:00,22:45:00,26.294592196152692,4
Shaul3,21,22:30:00,22:45:00,0,2
Shaul4,21,22:30:00,22:45:00,0,2
Shaul1,21,22:45:00,23:00:00,0,6
Shaul2,21,22:45:00,23:00:00,26.294592196152692,7
Shaul3,21,22:45:00,23:00:00,0,4
Shaul4,21,22:45:00,23:00:00,9.623376823066263,5
Shaul1,21,23:00:00,23:15:00,25.887050897144807,8
Shaul2,21,23:00:00,23:15:00,26.294592196152692,5
Shaul3,21,23:00:00,23:15:00,0,2
Shaul4,21,23:00:00,23:15:00,9.623376823066263,5
Shaul1,21,23:15:00,23:30:00,0,5
Shaul2,21,23:15:00,23:30:00,26.294592196152692,6
Shaul3,21,23:15:00,23:30:00,0,2
Shaul4,21,23:15:00,23:30:00,9.623376823066263,5
Shaul1,21,23:30:00,23:45:00,0,5
Shaul2,21,23:30:00,23:45:00,26.294592196152692,5
Shaul4,21,23:30:00,23:45:00,9.623376823066263,5
Shaul1,21,23:45:00,23:59:00,0,4
Shaul2,21,23:45:00,23:59:00,26.294592196152692,5
Shaul3,21,23:45:00,23:59:00,0,2
Shaul4,21,23:45:00,23:59:00,0,5
Shaul1,20,00:05:00,00:20:00,0,4
Shaul2,20,00:05:00,00:20:00,0,3
Shaul4,20,00:05:00,00:20:00,0,1
Shaul1,20,00:20:00,00:35:00,0,2
Shaul2,20,00:20:00,00:35:00,0,2
Shaul3,20,00:20:00,00:35:00,0,1
Shaul4,20,00:20:00,00:35:00,9.623376823066263,3
Shaul1,20,00:35:00,00:50:00,0,3
Shaul2,20,00:35:00,00:50:00,0,1
Shaul3,20,00:35:00,00:50:00,0,1
Shaul1,20,00:50:00,01:05:00,0,1
Shaul1,20,07:35:00,07:50:00,25.887050897144807,5
Shaul2,20,07:35:00,07:50:00,26.294592196152692,4
Shaul3,20,07:35:00,07:50:00,0,3
Shaul4,20,07:35:00,07:50:00,8.019480685888553,7
Shaul1,20,07:50:00,08:05:00,24.592698352287567,23
Shaul2,20,07:50:00,08:05:00,24.416407039284643,21
Shaul3,20,07:50:00,08:05:00,0,8
Shaul4,20,07:50:00,08:05:00,7.217532617299697,16
Shaul1,20,08:05:00,08:20:00,21.093152582858732,25
Shaul2,20,08:05:00,08:20:00,24.651180183893146,18
Shaul3,20,08:05:00,08:20:00,0,3
Shaul4,20,08:05:00,08:20:00,9.623376823066263,19
Shaul1,20,08:20:00,08:35:00,13.30306782214386,21
Shaul2,20,08:20:00,08:35:00,26.29459219615269,15
Shaul3,20,08:20:00,08:35:00,0,6
Shaul4,20,08:20:00,08:35:00,9.623376823066263,18
Shaul1,20,08:35:00,08:50:00,17.790343419574626,23
Shaul2,20,08:35:00,08:50:00,26.294592196152692,20
Shaul3,20,08:35:00,08:50:00,0,7
Shaul4,20,08:35:00,08:50:00,9.623376823066263,20
Shaul1,20,08:50:00,09:05:00,14.345740705501079,23
Shaul2,20,08:50:00,09:05:00,26.294592196152692,21
Shaul3,20,08:50:00,09:05:00,0,5
Shaul4,20,08:50:00,09:05:00,9.623376823066263,18
Shaul1,20,09:05:00,09:20:00,23.729796655716072,23
Shaul2,20,09:05:00,09:20:00,24.416407039284643,25
Shaul3,20,09:05:00,09:20:00,0,4
Shaul4,20,09:05:00,09:20:00,8.019480685888553,21
Shaul1,20,09:20:00,09:35:00,23.298345807430334,22
Shaul2,20,09:20:00,09:35:00,23.007768171633607,21
Shaul3,20,09:20:00,09:35:00,0,10
Shaul4,20,09:20:00,09:35:00,8.420454720182981,20
Shaul1,20,09:35:00,09:50:00,22.356998502079605,22
Shaul2,20,09:35:00,09:50:00,21.912160163460573,21
Shaul3,20,09:35:00,09:50:00,0,7
Shaul4,20,09:35:00,09:50:00,8.219967703035767,20
Shaul1,20,09:50:00,10:05:00,23.370254282144618,21
Shaul2,20,09:50:00,10:05:00,24.979862586345053,22
Shaul3,20,09:50:00,10:05:00,0,6
Shaul4,20,09:50:00,10:05:00,9.623376823066263,20
Shaul1,20,10:05:00,10:20:00,25.887050897144807,20
Shaul2,20,10:05:00,10:20:00,26.294592196152692,22
Shaul3,20,10:05:00,10:20:00,0,12
Shaul4,20,10:05:00,10:20:00,9.623376823066263,15
Shaul1,20,10:20:00,10:35:00,24.269110216073255,16
Shaul2,20,10:20:00,10:35:00,20.45134948589654,15
Shaul3,20,10:20:00,10:35:00,0,4
Shaul4,20,10:20:00,10:35:00,8.019480685888553,12
Shaul1,20,10:35:00,10:50:00,24.037975833063033,18
Shaul2,20,10:35:00,10:50:00,26.294592196152692,18
Shaul3,20,10:35:00,10:50:00,0,6
Shaul4,20,10:35:00,10:50:00,8.935992764275815,19
Shaul1,20,10:50:00,11:05:00,22.651169535001706,25
Shaul2,20,10:50:00,11:05:00,26.294592196152692,23
Shaul3,20,10:50:00,11:05:00,0,7
Shaul4,20,10:50:00,11:05:00,9.623376823066263,19
Shaul1,20,11:05:00,11:20:00,25.887050897144807,18
Shaul2,20,11:05:00,11:20:00,24.651180183893146,15
Shaul3,20,11:05:00,11:20:00,0,6
Shaul4,20,11:05:00,11:20:00,8.420454720182981,12
Shaul1,20,11:20:00,11:35:00,25.887050897144807,19
Shaul2,20,11:20:00,11:35:00,26.29459219615268,18
Shaul3,20,11:20:00,11:35:00,0,3
Shaul4,20,11:20:00,11:35:00,6.415584548710842,14
Shaul1,20,11:35:00,11:50:00,25.887050897144807,19
Shaul2,20,11:35:00,11:50:00,24.651180183893146,19
Shaul3,20,11:35:00,11:50:00,0,6
Shaul4,20,11:35:00,11:50:00,7.217532617299697,18
Shaul1,20,11:50:00,12:05:00,25.88705089714481,21
Shaul2,20,11:50:00,12:05:00,23.66513297653742,20
Shaul3,20,11:50:00,12:05:00,0,11
Shaul4,20,11:50:00,12:05:00,8.019480685888553,14
Shaul1,20,12:05:00,12:20:00,24.448881402858987,16
Shaul2,20,12:05:00,12:20:00,24.651180183893146,16
Shaul3,20,12:05:00,12:20:00,0,11
Shaul4,20,12:05:00,12:20:00,7.217532617299697,17
Shaul1,20,12:20:00,12:35:00,22.945340567923804,21
Shaul2,20,12:20:00,12:35:00,24.346844626067302,18
Shaul3,20,12:20:00,12:35:00,0,3
Shaul4,20,12:20:00,12:35:00,7.217532617299696,15
Shaul1,20,12:35:00,12:50:00,12.619937312358093,25
Shaul2,20,12:35:00,12:50:00,17.96797133403767,18
Shaul3,20,12:35:00,12:50:00,0,6
Shaul4,20,12:35:00,12:50:00,9.623376823066263,15
Shaul1,20,12:50:00,13:05:00,18.98383732457286,23
Shaul2,20,12:50:00,13:05:00,24.54161938307584,23
Shaul3,20,12:50:00,13:05:00,0,4
Shaul4,20,12:50:00,13:05:00,8.935992764275815,19
Shaul1,20,13:05:00,13:20:00,24.26911021607326,16
Shaul2,20,13:05:00,13:20:00,23.0077681716336,17
Shaul3,20,13:05:00,13:20:00,0,6
Shaul4,20,13:05:00,13:20:00,4.009740342944276,17
Shaul1,20,13:20:00,13:35:00,15.819864437144048,14
Shaul2,20,13:20:00,13:35:00,21.912160163460573,17
Shaul3,20,13:20:00,13:35:00,0,5
Shaul4,20,13:20:00,13:35:00,8.019480685888553,15
Shaul1,20,13:35:00,13:50:00,22.43544411085884,23
Shaul2,20,13:35:00,13:50:00,26.294592196152685,19
Shaul3,20,13:35:00,13:50:00,0,4
Shaul4,20,13:35:00,13:50:00,8.82142875447741,20
Shaul1,20,13:50:00,14:05:00,17.0042393147912,22
Shaul2,20,13:50:00,14:05:00,25.099383459963928,19
Shaul3,20,13:50:00,14:05:00,5.992911036992531,4
Shaul4,20,13:50:00,14:05:00,4.811688411533131,14
Shaul1,20,14:05:00,14:20:00,23.01071190857317,27
Shaul2,20,14:05:00,14:20:00,26.294592196152685,19
Shaul3,20,14:05:00,14:20:00,0,10
Shaul4,20,14:05:00,14:20:00,4.811688411533131,18
Shaul1,20,14:20:00,14:35:00,20.49391529357297,21
Shaul2,20,14:20:00,14:35:00,24.54161938307584,19
Shaul3,20,14:20:00,14:35:00,0,8
Shaul4,20,14:20:00,14:35:00,7.6987014584530105,15
Shaul1,20,14:35:00,14:50:00,21.57254241428734,27
Shaul2,20,14:35:00,14:50:00,26.29459219615269,17
Shaul3,20,14:35:00,14:50:00,0,3
Shaul4,20,14:35:00,14:50:00,6.415584548710843,14
Shaul1,20,14:50:00,15:05:00,16.826583083144126,23
Shaul2,20,14:50:00,15:05:00,24.41640703928464,23
Shaul3,20,14:50:00,15:05:00,0,8
Shaul4,20,14:50:00,15:05:00,8.82142875447741,23
Shaul1,20,15:05:00,15:20:00,18.847589688272098,23
Shaul2,20,15:05:00,15:20:00,18.89364830420835,22
Shaul3,20,15:05:00,15:20:00,0,5
Shaul4,20,15:05:00,15:20:00,9.623376823066263,17
Shaul1,20,15:20:00,15:35:00,17.25803393142987,19
Shaul2,20,15:20:00,15:35:00,13.585539301345559,19
Shaul3,20,15:20:00,15:35:00,0,5
Shaul4,20,15:20:00,15:35:00,7.217532617299698,16
Shaul1,20,15:35:00,15:50:00,18.87597461250142,18
Shaul2,20,15:35:00,15:50:00,19.40791328763651,21
Shaul3,20,15:35:00,15:50:00,0,4
Shaul4,20,15:35:00,15:50:00,9.623376823066263,13
Shaul1,20,15:50:00,16:05:00,13.015433923286698,24
Shaul2,20,15:50:00,16:05:00,10.570008688374077,23
Shaul3,20,15:50:00,16:05:00,0,10
Shaul4,20,15:50:00,16:05:00,8.019480685888553,19
Shaul1,20,16:05:00,16:20:00,16.77864410000127,22
Shaul2,20,16:05:00,16:20:00,19.087926186836768,21
Shaul3,20,16:05:00,16:20:00,0,8
Shaul4,20,16:05:00,16:20:00,4.811688411533131,15
Shaul1,20,16:20:00,16:35:00,17.258033931429875,17
Shaul2,20,16:20:00,16:35:00,21.912160163460573,16
Shaul3,20,16:20:00,16:35:00,0,5
Shaul4,20,16:20:00,16:35:00,9.623376823066263,15
Shaul1,20,16:35:00,16:50:00,13.37497629685815,18
Shaul2,20,16:35:00,16:50:00,10.901299681321637,17
Shaul3,20,16:35:00,16:50:00,0,5
Shaul4,20,16:35:00,16:50:00,9.623376823066263,13
Shaul1,20,16:50:00,17:05:00,15.34047460571544,27
Shaul2,20,16:50:00,17:05:00,19.720944147114515,19
Shaul3,20,16:50:00,17:05:00,0,6
Shaul4,20,16:50:00,17:05:00,3.2077922743554206,19
Shaul1,20,17:05:00,17:20:00,18.696203425715694,24
Shaul2,20,17:05:00,17:20:00,24.651180183893146,18
Shaul3,20,17:05:00,17:20:00,0,7
Shaul4,20,17:05:00,17:20:00,5.880952502984939,18
Shaul1,20,17:20:00,17:35:00,16.025317222042023,15
Shaul2,20,17:20:00,17:35:00,17.216697271290453,12
Shaul3,20,17:20:00,17:35:00,0,5
Shaul4,20,17:20:00,17:35:00,6.81655858300527,14
Shaul1,20,17:35:00,17:50:00,24.037975833063033,16
Shaul2,20,17:35:00,17:50:00,26.29459219615269,13
Shaul3,20,17:35:00,17:50:00,0,2
Shaul4,20,17:35:00,17:50:00,9.623376823066263,15
Shaul1,20,17:50:00,18:05:00,25.88705089714481,20
Shaul2,20,17:50:00,18:05:00,26.29459219615269,12
Shaul3,20,17:50:00,18:05:00,0,3
Shaul4,20,17:50:00,18:05:00,9.623376823066263,15
Shaul1,20,18:05:00,18:20:00,21.572542414287337,18
Shaul2,20,18:05:00,18:20:00,26.29459219615269,16
Shaul3,20,18:05:00,18:20:00,0,9
Shaul4,20,18:05:00,18:20:00,7.56122464669492,15
Shaul1,20,18:20:00,18:35:00,23.729796655716072,13
Shaul2,20,18:20:00,18:35:00,26.29459219615269,11
Shaul3,20,18:20:00,18:35:00,0,7
Shaul4,20,18:20:00,18:35:00,9.623376823066263,9
Shaul1,20,18:35:00,18:50:00,22.003993262573083,17
Shaul2,20,18:35:00,18:50:00,22.53822188241659,16
Shaul3,20,18:35:00,18:50:00,5.992911036992531,7
Shaul4,20,18:35:00,18:50:00,5.728200489920395,13
Shaul1,20,18:50:00,19:05:00,23.53368263376801,16
Shaul2,20,18:50:00,19:05:00,24.103376179806634,15
Shaul3,20,18:50:00,19:05:00,0,10
Shaul4,20,18:50:00,19:05:00,8.42045472018298,13
Shaul1,20,19:05:00,19:20:00,25.887050897144807,13
Shaul2,20,19:05:00,19:20:00,26.29459219615269,15
Shaul3,20,19:05:00,19:20:00,0,3
Shaul4,20,19:05:00,19:20:00,8.179870299606325,13
Shaul1,20,19:20:00,19:35:00,22.435444110858832,11
Shaul2,20,19:20:00,19:35:00,26.294592196152692,11
Shaul3,20,19:20:00,19:35:00,0,5
Shaul4,20,19:20:00,19:35:00,0,10
Shaul1,20,19:35:00,19:50:00,23.298345807430326,14
Shaul2,20,19:35:00,19:50:00,24.416407039284643,13
Shaul3,20,19:35:00,19:50:00,0,2
Shaul4,20,19:35:00,19:50:00,5.880952502984939,10
Shaul1,20,19:50:00,20:05:00,25.887050897144807,11
Shaul2,20,19:50:00,20:05:00,26.294592196152692,10
Shaul3,20,19:50:00,20:05:00,0,3
Shaul4,20,19:50:00,20:05:00,9.623376823066263,10
Shaul1,20,20:05:00,20:20:00,25.887050897144807,16
Shaul2,20,20:05:00,20:20:00,23.66513297653742,14
Shaul3,20,20:05:00,20:20:00,0,3
Shaul4,20,20:05:00,20:20:00,5.3463204572590355,12
Shaul1,20,20:20:00,20:35:00,25.887050897144807,12
Shaul2,20,20:20:00,20:35:00,26.294592196152692,7
Shaul3,20,20:20:00,20:35:00,0,4
Shaul4,20,20:20:00,20:35:00,9.623376823066263,9
Shaul1,20,20:35:00,20:50:00,25.887050897144807,11
Shaul2,20,20:35:00,20:50:00,26.294592196152692,12
Shaul3,20,20:35:00,20:50:00,0,5
Shaul4,20,20:35:00,20:50:00,9.623376823066263,9
Shaul1,20,20:50:00,21:05:00,25.887050897144807,12
Shaul2,20,20:50:00,21:05:00,26.294592196152692,14
Shaul3,20,20:50:00,21:05:00,0,6
Shaul4,20,20:50:00,21:05:00,0,11
Shaul1,20,21:05:00,21:20:00,0,10
Shaul2,20,21:05:00,21:20:00,26.294592196152692,12
Shaul3,20,21:05:00,21:20:00,0,2
Shaul4,20,21:05:00,21:20:00,9.623376823066263,6
Shaul1,20,21:20:00,21:35:00,25.887050897144807,9
Shaul2,20,21:20:00,21:35:00,0,5
Shaul3,20,21:20:00,21:35:00,0,3
Shaul4,20,21:20:00,21:35:00,7.217532617299697,5
Shaul1,20,21:35:00,21:50:00,25.887050897144807,8
Shaul2,20,21:35:00,21:50:00,26.294592196152692,7
Shaul3,20,21:35:00,21:50:00,0,2
Shaul4,20,21:35:00,21:50:00,0,4
Shaul1,20,21:50:00,22:05:00,25.887050897144807,11
Shaul2,20,21:50:00,22:05:00,26.294592196152692,9
Shaul3,20,21:50:00,22:05:00,0,2
Shaul4,20,21:50:00,22:05:00,9.623376823066263,9
Shaul1,20,22:05:00,22:20:00,25.887050897144807,6
Shaul2,20,22:05:00,22:20:00,26.294592196152692,5
Shaul3,20,22:05:00,22:20:00,0,1
Shaul4,20,22:05:00,22:20:00,9.623376823066263,5
Shaul1,20,22:20:00,22:35:00,25.887050897144807,5
Shaul2,20,22:20:00,22:35:00,26.294592196152692,4
Shaul3,20,22:20:00,22:35:00,0,2
Shaul4,20,22:20:00,22:35:00,9.623376823066263,3
Shaul1,20,22:35:00,22:50:00,25.887050897144807,11
Shaul2,20,22:35:00,22:50:00,26.294592196152692,7
Shaul3,20,22:35:00,22:50:00,0,3
Shaul4,20,22:35:00,22:50:00,9.623376823066263,6
Shaul1,20,22:50:00,23:05:00,25.887050897144807,8
Shaul2,20,22:50:00,23:05:00,0,7
Shaul3,20,22:50:00,23:05:00,0,3
Shaul4,20,22:50:00,23:05:00,4.811688411533131,1
Shaul1,20,23:05:00,23:20:00,25.887050897144807,9
Shaul2,20,23:05:00,23:20:00,26.294592196152692,7
Shaul3,20,23:05:00,23:20:00,0,3
Shaul4,20,23:05:00,23:20:00,9.623376823066263,7
Shaul1,20,23:20:00,23:35:00,0,7
Shaul2,20,23:20:00,23:35:00,26.294592196152692,3
Shaul4,20,23:20:00,23:35:00,9.623376823066263,3
Shaul1,20,23:35:00,23:50:00,0,7
Shaul2,20,23:35:00,23:50:00,0,6
Shaul3,20,23:35:00,23:50:00,0,1
Shaul4,20,23:35:00,23:50:00,9.623376823066263,5
Shaul1,20,23:50:00,23:58:00,25.887050897144807,3
Shaul2,20,23:50:00,23:58:00,26.294592196152692,4
Shaul3,20,23:50:00,23:58:00,0,2
Shaul4,20,23:50:00,23:58:00,9.623376823066263,4
Shaul1,18,00:00:00,00:15:00,0,5
Shaul2,18,00:00:00,00:15:00,26.294592196152692,6
Shaul4,18,00:00:00,00:15:00,0,2
Shaul1,18,00:15:00,00:30:00,0,2
Shaul3,18,00:15:00,00:30:00,0,1
Shaul4,18,00:15:00,00:30:00,9.623376823066263,1
Shaul1,18,00:30:00,00:45:00,25.887050897144807,4
Shaul2,18,00:30:00,00:45:00,0,2
Shaul3,18,00:30:00,00:45:00,0,2
Shaul4,18,00:30:00,00:45:00,0,2
Shaul1,18,00:45:00,01:00:00,0,1
Shaul1,18,05:00:00,05:15:00,0,1
Shaul2,18,05:00:00,05:15:00,0,1
Shaul1,18,05:15:00,05:30:00,0,3
Shaul2,18,05:15:00,05:30:00,26.294592196152692,5
Shaul4,18,05:15:00,05:30:00,0,3
Shaul1,18,05:30:00,05:45:00,25.887050897144807,8
Shaul2,18,05:30:00,05:45:00,0,6
Shaul3,18,05:30:00,05:45:00,0,2
Shaul4,18,05:30:00,05:45:00,0,5
Shaul1,18,05:45:00,06:00:00,0,8
Shaul2,18,05:45:00,06:00:00,0,5
Shaul3,18,05:45:00,06:00:00,0,2
Shaul4,18,05:45:00,06:00:00,0,5
Shaul1,18,06:00:00,06:15:00,25.887050897144807,12
Shaul2,18,06:00:00,06:15:00,26.294592196152692,15
Shaul3,18,06:00:00,06:15:00,0,5
Shaul4,18,06:00:00,06:15:00,0,16
Shaul1,18,06:15:00,06:30:00,25.887050897144807,16
Shaul2,18,06:15:00,06:30:00,0,12
Shaul3,18,06:15:00,06:30:00,0,2
Shaul4,18,06:15:00,06:30:00,9.623376823066263,7
Shaul1,18,06:30:00,06:45:00,25.887050897144807,18
Shaul2,18,06:30:00,06:45:00,26.294592196152692,12
Shaul3,18,06:30:00,06:45:00,0,3
Shaul4,18,06:30:00,06:45:00,4.811688411533131,14
Shaul1,18,06:45:00,07:00:00,25.887050897144807,20
Shaul2,18,06:45:00,07:00:00,26.294592196152692,21
Shaul3,18,06:45:00,07:00:00,0,8
Shaul4,18,06:45:00,07:00:00,7.217532617299697,15
Shaul1,18,07:00:00,07:15:00,21.57254241428734,26
Shaul2,18,07:00:00,07:15:00,26.294592196152692,19
Shaul3,18,07:00:00,07:15:00,0,3
Shaul4,18,07:00:00,07:15:00,9.623376823066263,18
Shaul1,18,07:15:00,07:30:00,23.729796655716072,24
Shaul2,18,07:15:00,07:30:00,26.294592196152692,28
Shaul3,18,07:15:00,07:30:00,0,7
Shaul4,18,07:15:00,07:30:00,8.019480685888555,28
Shaul1,18,07:30:00,07:45:00,24.037975833063033,25
Shaul2,18,07:30:00,07:45:00,26.29459219615269,20
Shaul3,18,07:30:00,07:45:00,0,7
Shaul4,18,07:30:00,07:45:00,9.623376823066263,18
Shaul1,18,07:45:00,08:00:00,21.964770458183473,24
Shaul2,18,07:45:00,08:00:00,21.912160163460577,23
Shaul3,18,07:45:00,08:00:00,0,9
Shaul4,18,07:45:00,08:00:00,8.821428754477408,18
Shaul1,18,08:00:00,08:15:00,24.448881402858984,23
Shaul2,18,08:00:00,08:15:00,26.294592196152685,21
Shaul3,18,08:00:00,08:15:00,0,6
Shaul4,18,08:00:00,08:15:00,9.623376823066263,19
Shaul1,18,08:15:00,08:30:00,21.57254241428734,18
Shaul2,18,08:15:00,08:30:00,23.73817351041562,24
Shaul3,18,08:15:00,08:30:00,0,6
Shaul4,18,08:15:00,08:30:00,6.950216594436746,24
Shaul1,18,08:30:00,08:45:00,21.57254241428734,20
Shaul2,18,08:30:00,08:45:00,26.294592196152685,16
Shaul3,18,08:30:00,08:45:00,0,5
Shaul4,18,08:30:00,08:45:00,7.698701458453011,17
Shaul1,18,08:45:00,09:00:00,23.298345807430334,25
Shaul2,18,08:45:00,09:00:00,26.294592196152685,21
Shaul3,18,08:45:00,09:00:00,0,3
Shaul4,18,08:45:00,09:00:00,9.623376823066263,21
Shaul1,18,09:00:00,09:15:00,23.729796655716076,24
